site;depth;ID;size;distance;part
Moorea_2;40;232;0.666;0.685;basal
Moorea_2;40;232;0.537;0.863;basal
Tikehau_2;20;1824;0.876;0.112;apical
Tikehau_2;20;1824;1.12;0.178;apical
Tikehau_2;20;1824;0.756;0.137;apical
Tikehau_2;20;1824;0.628;0.119;apical
Tikehau_2;20;1824;0.727;0.188;apical
Tikehau_2;20;1824;0.629;0.153;apical
Tikehau_2;20;1824;0.887;0.173;apical
Tikehau_2;20;1824;0.52;0.176;apical
Tikehau_2;20;1824;0.569;0.201;apical
Tikehau_2;20;1824;0.857;0.206;apical
Tikehau_2;20;1824;0.62;0.547;basal
Tikehau_2;20;1824;0.518;0.417;basal
Tikehau_2;20;1824;0.627;0.641;basal
Tikehau_2;20;1824;0.505;0.519;basal
Tikehau_2;20;1824;0.466;1.02;basal
Tikehau_2;20;1824;0.577;1.13;basal
Tikehau_2;20;1824;0.473;0.471;basal
Tikehau_2;20;1824;0.588;0.744;basal
Tikehau_2;20;1824;0.693;0.755;basal
Tikehau_2;20;1824;0.656;0.781;basal
Tikehau_2;20;1619;0.914;0.153;apical
Tikehau_2;20;1619;0.834;0.364;apical
Tikehau_2;20;1619;0.865;0.162;apical
Tikehau_2;20;1619;1.09;0.459;apical
Tikehau_2;20;1619;0.691;0.152;apical
Tikehau_2;20;1619;0.875;0.185;apical
Tikehau_2;20;1619;0.965;0.187;apical
Tikehau_2;20;1619;0.964;0.256;apical
Tikehau_2;20;1619;1.1;0.208;apical
Tikehau_2;20;1619;0.961;0.325;apical
Tikehau_2;20;1619;0.667;0.929;basal
Tikehau_2;20;1619;0.89;0.945;basal
Tikehau_2;20;1619;0.842;0.733;basal
Tikehau_2;20;1619;0.85;0.678;basal
Tikehau_2;20;1619;0.981;0.737;basal
Tikehau_2;20;1619;0.714;0.466;basal
Tikehau_2;20;1619;1.07;0.496;basal
Tikehau_2;20;1619;0.564;0.844;basal
Tikehau_2;20;1619;0.891;0.932;basal
Tikehau_2;20;1619;0.733;0.816;basal
