ID_LAB,Island_Site,Depth,Species,Zoox,Chl_A,Chl_C2,Relative_Index_Light,RatioChlA,RatioChlC2,Size_Ba,Distance_Ba,Size_Ap,Distance_Ap,Size_Ba_sd,Distance_Ba_sd,Size_Ap_sd,Distance_Ap_sd
2592,Rangiroa_3,40,Pocillopora verrucosa,4482979.435,21.10097056,6.725408231,22.646012618777,4.706907730885008e-6,1.5002094764237974e-6,0.7648,0.696,0.777,0.3685,0.10390786517123929,0.24264010843680034,0.11015645439303337,0.10640723659601352
2594,Rangiroa_3,6,Pocillopora verrucosa,2198598.695,6.456653513,2.631295804,100,2.9367130653190896e-6,1.196805860925884e-6,0.7617,0.2819,0.6888,0.18555,0.09253473822180391,0.11317484015647844,0.09345087836219981,0.047207844216354086
2595,Rangiroa_3,6,Pocillopora verrucosa,3404819.154,12.11900283,4.45585257,100,3.559367555766517e-6,1.3086899387197232e-6,0.8232,0.4164,0.6686,0.203,0.12952717432604208,0.19973326657764795,0.09378367543329583,0.07863417408056966
2596,Rangiroa_3,6,Pocillopora verrucosa,2701882.223,10.29338048,3.625354814,100,3.809707318985532e-6,1.3417886180007632e-6,0.6768,0.4232,0.7545000000000001,0.3015,0.11520976038899172,0.15783521646183893,0.13571477443521024,0.11836408051244074
2597,Rangiroa_3,6,Pocillopora verrucosa,3387354.818,11.99863116,5.199403528,100,3.542183150179811e-6,1.5349450551713653e-6,0.6407,0.6505,0.7445,0.17521,0.05066896924592451,0.21903538526913865,0.0983093191016102,0.0797679753340204
2598,Rangiroa_3,6,Pocillopora verrucosa,3316602.031,11.02166793,3.678844235,100,3.3231807214074517e-6,1.1092208834868196e-6,0.7827,0.3787,0.7681,0.2351,0.059228465378659854,0.09444463398673791,0.06979406214794429,0.05680854787011469
2599,Rangiroa_3,6,Pocillopora verrucosa,1704662.77,7.957659497,3.066937319,100,4.668172284304654e-6,1.799146067465297e-6,0.6782,0.35559999999999997,0.7272,0.242,0.12286288653978827,0.0816131797635107,0.08767084907640493,0.13874837336383844
2600,Rangiroa_3,6,Pocillopora verrucosa,2845135.28,8.721242744,3.415873492,100,3.065317422797555e-6,1.2006014322102813e-6,0.5385,0.5492,0.6894,0.3401,0.047174027694154845,0.12451577320876972,0.107039141335204,0.06683719855822139
2601,Rangiroa_3,6,Pocillopora verrucosa,5331522.486,18.90361449,8.342897336,100,3.545631578904308e-6,1.5648245614470433e-6,0.5301,0.3275,0.761,0.3489,0.11030206001904247,0.11745377341272986,0.11870130580579137,0.10843579769717296
2602,Rangiroa_3,6,Pocillopora verrucosa,3525855.722,12.28280136,3.468233166,100,3.483636974525074e-6,9.836571429623575e-7,0.5457,0.43720000000000003,0.6103000000000001,0.2844,0.08334539912649981,0.07059713560446737,0.11212795270483528,0.06840435333774858
2603,Rangiroa_3,6,Pocillopora verrucosa,2494198.375,4.073578553,3.309457731,100,1.6332215568058014e-6,1.3268622753392661e-6,0.6369,0.2629,0.6013000000000001,0.2695,0.07837863938032551,0.06773059377661865,0.1190686543320468,0.06448987862017143
