"Plot Title: 20385335_RAN3_20m_temp_light"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 20385335, SEN S/N: 20385335)","Intensity, Lux (LGR S/N: 20385335, SEN S/N: 20385335)","Coupler Attached (LGR S/N: 20385335)","Coupler Detached (LGR S/N: 20385335)","Host Connected (LGR S/N: 20385335)","Stopped (LGR S/N: 20385335)","End Of File (LGR S/N: 20385335)"
375,18/11/06 18:10:00,28.754,0.0,,,,,
376,18/11/06 18:15:00,28.754,0.0,,,,,
377,18/11/06 18:20:00,28.754,0.0,,,,,
378,18/11/06 18:25:00,28.754,0.0,,,,,
379,18/11/06 18:30:00,28.754,0.0,,,,,
380,18/11/06 18:35:00,28.754,0.0,,,,,
381,18/11/06 18:40:00,28.754,0.0,,,,,
382,18/11/06 18:45:00,28.754,0.0,,,,,
383,18/11/06 18:50:00,28.754,0.0,,,,,
384,18/11/06 18:55:00,28.754,0.0,,,,,
385,18/11/06 19:00:00,28.754,0.0,,,,,
386,18/11/06 19:05:00,28.754,0.0,,,,,
387,18/11/06 19:10:00,28.655,0.0,,,,,
388,18/11/06 19:15:00,28.655,0.0,,,,,
389,18/11/06 19:20:00,28.655,0.0,,,,,
390,18/11/06 19:25:00,28.655,0.0,,,,,
391,18/11/06 19:30:00,28.655,0.0,,,,,
392,18/11/06 19:35:00,28.655,0.0,,,,,
393,18/11/06 19:40:00,28.655,0.0,,,,,
394,18/11/06 19:45:00,28.655,0.0,,,,,
395,18/11/06 19:50:00,28.655,0.0,,,,,
396,18/11/06 19:55:00,28.655,0.0,,,,,
397,18/11/06 20:00:00,28.655,0.0,,,,,
398,18/11/06 20:05:00,28.655,0.0,,,,,
399,18/11/06 20:10:00,28.655,0.0,,,,,
400,18/11/06 20:15:00,28.655,0.0,,,,,
401,18/11/06 20:20:00,28.655,0.0,,,,,
402,18/11/06 20:25:00,28.655,0.0,,,,,
403,18/11/06 20:30:00,28.655,0.0,,,,,
404,18/11/06 20:35:00,28.655,0.0,,,,,
405,18/11/06 20:40:00,28.655,0.0,,,,,
406,18/11/06 20:45:00,28.655,0.0,,,,,
407,18/11/06 20:50:00,28.655,0.0,,,,,
408,18/11/06 20:55:00,28.555,0.0,,,,,
409,18/11/06 21:00:00,28.555,0.0,,,,,
410,18/11/06 21:05:00,28.655,0.0,,,,,
411,18/11/06 21:10:00,28.655,0.0,,,,,
412,18/11/06 21:15:00,28.655,0.0,,,,,
413,18/11/06 21:20:00,28.655,0.0,,,,,
414,18/11/06 21:25:00,28.655,0.0,,,,,
415,18/11/06 21:30:00,28.655,0.0,,,,,
416,18/11/06 21:35:00,28.655,0.0,,,,,
417,18/11/06 21:40:00,28.655,0.0,,,,,
418,18/11/06 21:45:00,28.655,0.0,,,,,
419,18/11/06 21:50:00,28.655,0.0,,,,,
420,18/11/06 21:55:00,28.655,0.0,,,,,
421,18/11/06 22:00:00,28.655,0.0,,,,,
422,18/11/06 22:05:00,28.655,0.0,,,,,
423,18/11/06 22:10:00,28.754,0.0,,,,,
424,18/11/06 22:15:00,28.754,0.0,,,,,
425,18/11/06 22:20:00,28.655,0.0,,,,,
426,18/11/06 22:25:00,28.754,0.0,,,,,
427,18/11/06 22:30:00,28.754,0.0,,,,,
428,18/11/06 22:35:00,28.754,0.0,,,,,
