"sample";"island";"depth";"archipelago";"site";"Colbar";"A5/A5n";"A1-A1h-A1dl";"C1/C1d/C42.2/C3-C1b-C3cg-C45c-C115k-C1au-C41p";"C42.2/C1/C42g/C42a-C1b-C1az-C1au-C3-C115k-C41p-C115d";"C1/C42.2/C1j-C1b-C3cg-C1au-C3-C45c-C115k";"C42aj-C1cu";"C42.2/C1-C1b-C3-C1au";"C1cd/C1cf-C1-C1cg-C1ch-C1da";"C42.2/C1/C42a/C1b-C1az-C1au-C115d-C3-C1j";"C116-C116af-C116ag-C116q";"C1cd/C1cf-C1-C1cg-C1ce-C1ch";"C15h";"C116";"C1d/C42.2/C1";"C1/C42.2/C3-C1b";"C3fu";"C15/C15m";"C1/C42.2/C1ag-C3cg-C1b-C1bi-C3cw-C45c";"C116/C42.2-C1-C116q";"C21-C21u-C3-C21w-C21v";"C3";"C42a/C1/C42.2/C1b/C3-C1au";"C3/C21/C3av-C3at-C3b-C3dp";"C1/C42.2/C1d/C3cg-C1b-C3-C45c-C115k-C1au";"C1/C3";"D1-D6-D4-D2d-D2.2-D1h-D2f";"D1/D4-D6-D1h-D2g-D2d-D2.2";"D1-D6-D4-D1h-D2g";"D1-D4-D4c-D6-D1c";"D1/D6/D4-D2d-D1h-D2.2";"G3a-G3ai-G3ae"
"POC1860";"TUATIK";"40";"Tuamotu";"TUATIK2";"c3";0;0;0;0;453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3450;0;0;0
"POC5629";"TUAMAK";"40";"Tuamotu";"TUAMAK2";"c3";0;0;0;0;0;0;0;0;0;54226;0;0;0;13791;0;0;0;0;0;0;0;0;0;0;0;0;67541;0;0;0;0
"POC2584";"TUARAN";"40";"Tuamotu";"TUARAN3";"c92";0;0;0;0;0;0;0;0;0;0;0;0;0;178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3656";"TUARAR";"60";"Tuamotu";"TUARAR2";"c1";190;0;14422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3665";"TUARAR";"60";"Tuamotu";"TUARAR2";"c2";0;0;2900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5494";"TUAMAK";"60";"Tuamotu";"TUAMAK1";"c5";0;0;32051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5493";"TUAMAK";"60";"Tuamotu";"TUAMAK1";"c4";0;0;32983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13628;0;0;0;0;0
"POC5492";"TUAMAK";"60";"Tuamotu";"TUAMAK1";"c3";0;0;0;0;25829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3655";"TUARAR";"60";"Tuamotu";"TUARAR2";"c3";0;0;0;0;10496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3657";"TUARAR";"60";"Tuamotu";"TUARAR2";"c4";0;0;969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40370;0;0;0;0;0
"POC5495";"TUAMAK";"60";"Tuamotu";"TUAMAK1";"c6";0;0;6751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49370;0;0;0;0;0
"POC3664";"TUARAR";"60";"Tuamotu";"TUARAR2";"c5";0;0;0;0;0;0;9266;0;0;0;0;0;705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC1718-HR07";"TUATIK";"60";"Tuamotu";"TUATIK2";"c2";0;0;0;0;784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33235;0;0;0;0
"POC3663";"TUARAR";"60";"Tuamotu";"TUARAR2";"c6";0;0;4370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22765;0;0;0;0
"POC5491";"TUAMAK";"60";"Tuamotu";"TUAMAK1";"c2";0;0;0;0;0;0;0;0;70743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;525;0;0;0;0;0
"POC1718-HR06";"TUATIK";"60";"Tuamotu";"TUATIK2";"c1";0;0;898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23185;0;0;0
"POC5490";"TUAMAK";"60";"Tuamotu";"TUAMAK1";"c1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;945;0;0;0
"POC3658";"TUARAR";"60";"Tuamotu";"TUARAR2";"c7";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1364;0;0;0;0;0;0;0
"POC3914";"GAMMAN";"6";"Gambiers";"GAMMAN1";"c3";0;0;0;48969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3916";"GAMMAN";"6";"Gambiers";"GAMMAN1";"c5";0;0;0;44355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3913";"GAMMAN";"6";"Gambiers";"GAMMAN1";"c2";0;0;0;36081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3912";"GAMMAN";"6";"Gambiers";"GAMMAN1";"c1";0;0;0;33504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3917";"GAMMAN";"6";"Gambiers";"GAMMAN1";"c6";0;0;0;0;19006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3915";"GAMMAN";"6";"Gambiers";"GAMMAN1";"c4";0;0;0;0;0;0;31651;0;0;0;0;8435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4755";"GAMMAN";"20";"Gambiers";"GAMMAN2";"c2";0;0;0;0;33000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4012";"GAMMAN";"20";"Gambiers";"GAMMAN1";"c2";0;0;0;0;13760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4015";"GAMMAN";"20";"Gambiers";"GAMMAN1";"c4";0;0;0;0;57139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4756";"GAMMAN";"20";"Gambiers";"GAMMAN2";"c3";0;0;0;0;40485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4013";"GAMMAN";"20";"Gambiers";"GAMMAN1";"c3";0;0;0;0;97744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4753";"GAMMAN";"20";"Gambiers";"GAMMAN2";"c1";0;0;0;0;0;0;1647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4757";"GAMMAN";"20";"Gambiers";"GAMMAN2";"c4";0;0;0;0;0;0;27071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4754";"GAMMAN";"20";"Gambiers";"GAMMAN2";"c5";0;0;0;0;0;0;424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4010";"GAMMAN";"20";"Gambiers";"GAMMAN1";"c1";0;0;0;0;0;0;12747;0;0;0;0;0;1226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4014";"GAMMAN";"20";"Gambiers";"GAMMAN1";"c5";0;0;0;0;0;0;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4264";"GAMMAN";"40";"Gambiers";"GAMMAN2";"c1";431;0;0;0;25826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4265";"GAMMAN";"40";"Gambiers";"GAMMAN2";"c2";0;0;0;0;0;41824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3887";"GAMMAN";"40";"Gambiers";"GAMMAN1";"c6";0;0;0;0;0;19372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3883";"GAMMAN";"40";"Gambiers";"GAMMAN1";"c3";0;0;0;0;0;11480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3881";"GAMMAN";"40";"Gambiers";"GAMMAN1";"c1";0;0;0;0;0;26364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3884";"GAMMAN";"40";"Gambiers";"GAMMAN1";"c4";0;0;0;0;0;10433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3885";"GAMMAN";"40";"Gambiers";"GAMMAN1";"c5";292;0;0;0;0;1676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3882";"GAMMAN";"40";"Gambiers";"GAMMAN1";"c2";0;0;0;0;0;1461;0;0;0;0;0;0;0;0;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4262";"GAMMAN";"40";"Gambiers";"GAMMAN2";"c3";0;0;0;0;0;0;531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4255";"GAMMAN";"60";"Gambiers";"GAMMAN2";"c5";0;0;0;0;10724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4254";"GAMMAN";"60";"Gambiers";"GAMMAN2";"c4";0;0;0;0;0;6220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3997";"GAMMAN";"60";"Gambiers";"GAMMAN1";"c1";0;0;0;0;0;6127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3999";"GAMMAN";"60";"Gambiers";"GAMMAN1";"c3";0;0;0;0;0;6332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4000";"GAMMAN";"60";"Gambiers";"GAMMAN1";"c4";0;0;0;0;0;6330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4252";"GAMMAN";"60";"Gambiers";"GAMMAN2";"c2";0;0;0;0;0;6768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4001";"GAMMAN";"60";"Gambiers";"GAMMAN1";"c5";0;0;0;0;0;3041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC3998";"GAMMAN";"60";"Gambiers";"GAMMAN1";"c2";0;0;0;0;0;27309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4253";"GAMMAN";"60";"Gambiers";"GAMMAN2";"c3";0;0;0;0;0;4557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4251";"GAMMAN";"60";"Gambiers";"GAMMAN2";"c1";0;0;0;0;0;4339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4895";"GAMMAN";"60";"Gambiers";"GAMMAN1";"c6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70390;0;0;0;0;0;0;0;0
"POC5278";"AUSRAI";"6";"Australes";"AUSRAI2";"c3";0;0;0;0;25573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5277";"AUSRAI";"6";"Australes";"AUSRAI2";"c2";0;0;0;0;57443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5283";"AUSRAI";"6";"Australes";"AUSRAI2";"c6";0;0;0;0;34631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5279";"AUSRAI";"6";"Australes";"AUSRAI2";"c4";0;0;0;0;53131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5281";"AUSRAI";"6";"Australes";"AUSRAI2";"c5";0;0;0;0;34731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5276";"AUSRAI";"6";"Australes";"AUSRAI2";"c1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5150";"AUSRAI";"20";"Australes";"AUSRAI2";"c2";0;0;0;0;0;0;28193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5154";"AUSRAI";"20";"Australes";"AUSRAI2";"c6";0;0;0;0;0;0;13304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5152";"AUSRAI";"20";"Australes";"AUSRAI2";"c4";0;0;0;0;0;0;44944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4922";"AUSRAI";"20";"Australes";"AUSRAI1";"c6";0;0;0;0;0;0;0;61496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5151";"AUSRAI";"20";"Australes";"AUSRAI2";"c3";0;0;0;0;0;0;0;73035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4921";"AUSRAI";"20";"Australes";"AUSRAI1";"c5";0;0;0;0;0;0;0;116490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4920";"AUSRAI";"20";"Australes";"AUSRAI1";"c4";0;0;0;0;0;0;0;53802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5149";"AUSRAI";"20";"Australes";"AUSRAI2";"c1";0;0;0;0;0;0;0;45573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4918";"AUSRAI";"20";"Australes";"AUSRAI1";"c2";0;64444;0;0;0;0;0;4728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4919";"AUSRAI";"20";"Australes";"AUSRAI1";"c3";0;70355;0;0;0;0;0;10234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4917";"AUSRAI";"20";"Australes";"AUSRAI1";"c1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75084;0;0;0;0;5854;0;0;0;0;0;0;0;0;0;0
"POC5153";"AUSRAI";"20";"Australes";"AUSRAI2";"c5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68919;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5142";"AUSRAI";"40";"Australes";"AUSRAI2";"c3";0;0;0;0;0;0;0;79323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4009";"AUSRAI";"40";"Australes";"AUSRAI1";"c1";0;0;0;0;0;0;0;88462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4904";"AUSRAI";"40";"Australes";"AUSRAI1";"c2";0;0;0;0;0;0;0;74073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5146";"AUSRAI";"40";"Australes";"AUSRAI2";"c6";0;0;0;0;0;0;0;139087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4908";"AUSRAI";"40";"Australes";"AUSRAI1";"c4";0;0;0;0;0;0;0;85628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4907";"AUSRAI";"40";"Australes";"AUSRAI1";"c3";0;0;0;0;0;0;0;122749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5141";"AUSRAI";"40";"Australes";"AUSRAI2";"c2";0;0;0;0;0;0;0;60138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5143";"AUSRAI";"40";"Australes";"AUSRAI2";"c4";0;0;0;0;0;0;0;0;0;0;46934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5140";"AUSRAI";"40";"Australes";"AUSRAI2";"c1";0;0;0;0;0;0;0;0;0;0;76262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC5144";"AUSRAI";"40";"Australes";"AUSRAI2";"c5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72602;0;0;0;0;0;0;0;0;9341;0;0;0;0;0;0
"POC4899";"AUSRAI";"60";"Australes";"AUSRAI1";"c1";0;0;0;0;0;0;0;38297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POC4903";"AUSRAI";"60";"Australes";"AUSRAI1";"c2";0;0;0;0;0;0;0;0;0;0;31527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
